Product,"Master Class",Collection,Description,"UPC Code","Inner Quantity","Outer Quantity","2026 Broken Carton Price","2026 Full Carton Price","2026 List Price"
BF40MP,"Carved Wood",,"Mission Style Bun Foot.3-1/2"" x 4-1/2"".Species: Maple",843512030956,0.00000,25.00000,$34.26,$34.26,$57.10
BF40RW,"Carved Wood",,"Mission Style Bun Foot.3-1/2"" x 4-1/2"".Species: Rubberwood",843512030963,0.00000,25.00000,$19.61,$19.61,$32.68
BF41ALD,"Carved Wood",,"Greek Style Bun Foot.3-1/2"" x 4-1/2"".Species:Alder",843512030970,0.00000,50.00000,$28.61,$28.61,$47.68
BF41MP,"Carved Wood",,"Greek Style Bun Foot.3-1/2"" x 4-1/2"".Species:Maple",843512030987,0.00000,50.00000,$34.95,$34.95,$58.26
BF41RW,"Carved Wood",,"Greek Style Bun Foot.3-1/2"" x 4-1/2"".Species:Rubberwood",843512030994,0.00000,50.00000,$20.45,$20.45,$34.09
BF42ALD,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 3-1/2"" x 4"". Species: Alder",843512041310,0.00000,40.00000,$16.39,$16.39,$27.31
BF42CH,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 3-1/2"" x 4"". Species: Cherry",843512041327,0.00000,40.00000,$20.00,$20.00,$33.33
BF42MP,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 3-1/2"" x 4"". Species: Maple",843512041334,0.00000,40.00000,$18.14,$18.14,$30.24
BF42RW,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 3-1/2"" x 4"". Species: Rubberwood",843512041341,0.00000,40.00000,$11.01,$11.01,$18.35
BF45ALD,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 4-1/2"" x 4-1/2"". Species: Alder",843512011276,0.00000,20.00000,$26.37,$26.37,$43.95
BF45MP,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 4-1/2"" x 4-1/2"". Species: Maple",843512011283,0.00000,20.00000,$25.56,$25.56,$42.60
BF45RW,"Carved Wood",,"Turned Bun Foot (furniture or cabinet leg). 4-1/2"" x 4-1/2"". Species: Rubberwood",843512011290,0.00000,20.00000,$14.49,$14.49,$24.15
BF60CH,"Carved Wood",,"Turned Bun Foot 4"" x 6"" Species: Cherry",843512011238,0.00000,30.00000,$38.57,$38.57,$64.28
BF60MP,"Carved Wood",,"Turned Bun Foot 4"" x 6""Species: Maple",843512011245,0.00000,30.00000,$28.52,$28.52,$47.54
